median_income,housing_age,avg_occupants,latitude,longitude,median_house_value,avg_rooms_bedrooms
1.9615,52.0,2.6485260770975056,37.84,-122.28,1.152,5.9727891156462585
1.7969,48.0,3.062686567164179,37.84,-122.27,1.104,6.95820895522388
1.375,49.0,2.291793313069909,37.83,-122.27,1.049,6.142857142857142
2.7303,51.0,2.3470149253731343,37.83,-122.27,1.097,6.042910447761194
1.4861,49.0,2.159090909090909,37.83,-122.27,0.972,5.670454545454545
1.0972,48.0,2.6390374331550803,37.83,-122.27,1.045,5.962566844919786
1.4103,52.0,2.235732009925558,37.83,-122.28,1.039,4.717121588089331
3.48,52.0,2.2297734627831716,37.83,-122.26,1.914,5.825242718446601
2.5898,52.0,1.978448275862069,37.83,-122.26,1.76,4.5215517241379315
2.0978,52.0,2.3949367088607594,37.83,-122.26,1.554,5.275949367088608
1.2852,51.0,2.076305220883534,37.83,-122.26,1.5,5.008032128514056
1.025,49.0,2.4444444444444446,37.84,-122.26,1.188,4.841269841269842
3.9643,52.0,2.3585858585858586,37.84,-122.26,1.888,5.8181818181818175
3.0125,52.0,2.26027397260274,37.83,-122.26,1.844,6.006849315068493
2.6768,52.0,1.8795811518324608,37.83,-122.26,1.823,5.4345549738219905
2.026,50.0,2.026315789473684,37.83,-122.26,1.425,4.759868421052632
1.7348,43.0,2.205533596837945,37.82,-122.27,1.375,5.213438735177865
0.9506,40.0,2.64375,37.82,-122.26,1.875,5.11875
1.775,40.0,1.9886363636363635,37.82,-122.27,1.125,3.752840909090909
0.9218,21.0,1.678082191780822,37.82,-122.27,1.719,3.0799086757990866
1.5045,43.0,2.6068796068796067,37.82,-122.27,0.938,5.7100737100737105
1.1108,41.0,2.720833333333333,37.82,-122.27,0.975,5.658333333333333
1.2475,52.0,2.905,37.82,-122.27,1.042,5.215
1.6098,52.0,3.0085836909871246,37.82,-122.28,0.875,6.030042918454935
1.4113,52.0,2.618181818181818,37.82,-122.28,0.831,5.4
1.5057,52.0,2.4015444015444016,37.82,-122.28,0.875,5.891891891891891
0.8172,52.0,2.9836065573770494,37.82,-122.28,0.853,7.475409836065574
1.2171,52.0,3.5328947368421053,37.82,-122.28,0.803,5.684210526315789
2.5625,2.0,1.649122807017544,37.82,-122.29,0.6,3.5263157894736845
3.3929,52.0,2.962566844919786,37.83,-122.29,0.757,7.122994652406417
6.1183,49.0,3.739130434782609,37.82,-122.29,0.75,7.130434782608696
0.9011,50.0,3.0901639344262297,37.81,-122.29,0.861,7.786885245901639
1.191,52.0,3.2767295597484276,37.81,-122.3,0.761,9.18867924528302
2.5938,48.0,2.9473684210526314,37.81,-122.3,0.735,7.593984962406015
1.1667,52.0,3.229946524064171,37.81,-122.3,0.784,6.518716577540108
0.8056,48.0,2.3734939759036147,37.81,-122.3,0.844,5.448795180722891
2.6094,52.0,3.346938775510204,37.8,-122.29,0.813,8.646258503401361
1.8516,52.0,3.341463414634146,37.81,-122.3,0.85,8.304878048780488
0.9802,46.0,2.983633387888707,37.81,-122.29,1.292,5.638297872340425
1.7719,26.0,3.0866141732283463,37.81,-122.29,0.825,7.244094488188976
0.7286,46.0,2.101083032490975,37.81,-122.29,0.952,4.447653429602888
1.75,49.0,3.6842105263157894,37.81,-122.29,0.75,6.894736842105263
0.4999,46.0,2.5714285714285716,37.81,-122.29,0.675,2.2857142857142856
2.483,20.0,2.180451127819549,37.81,-122.29,1.375,7.488721804511278
0.9241,17.0,1.735763097949886,37.81,-122.28,1.775,3.8701594533029615
2.4464,36.0,2.4282907662082516,37.81,-122.28,1.021,6.829076620825147
1.1111,19.0,3.4830917874396135,37.81,-122.28,1.083,7.004830917874396
0.8026,23.0,3.243076923076923,37.81,-122.29,1.125,6.52
2.0114,38.0,2.2193548387096773,37.8,-122.28,1.313,5.548387096774194
1.5,17.0,2.1072664359861593,37.81,-122.28,1.625,4.197231833910035
1.1667,52.0,3.267857142857143,37.81,-122.27,1.125,4.75
1.5208,52.0,2.2988505747126435,37.81,-122.28,1.125,5.022988505747127
0.8075,52.0,2.232258064516129,37.81,-122.28,1.375,3.5483870967741935
1.8088,35.0,2.7633136094674557,37.81,-122.28,1.188,6.698224852071006
2.4083,52.0,3.2782608695652176,37.81,-122.28,0.982,7.965217391304348
0.977,40.0,1.5315789473684212,37.81,-122.27,1.188,3.5026315789473683
0.76,10.0,1.6545454545454543,37.81,-122.27,1.625,3.706060606060606
0.9722,10.0,3.2051282051282053,37.8,-122.27,1.375,3.769230769230769
1.2434,52.0,4.658823529411765,37.8,-122.27,5.00001,3.8470588235294114
2.0938,16.0,2.2099447513812156,37.8,-122.27,1.625,3.8287292817679557
0.8668,52.0,10.272727272727272,37.8,-122.28,1.375,3.431818181818182
0.75,52.0,5.617647058823529,37.8,-122.28,1.625,3.735294117647059
2.6354,27.0,2.377483443708609,37.79,-122.27,1.875,4.642384105960265
1.8477,39.0,2.841541755888651,37.8,-122.27,1.792,5.0064239828693795
2.0096,36.0,1.493327593628928,37.8,-122.26,1.3,3.3603099440378816
2.8345,31.0,1.735593220338983,37.82,-122.26,1.838,5.022881355932203
2.0062,29.0,2.21978021978022,37.81,-122.26,1.25,4.857142857142858
1.2185,22.0,1.6192,37.82,-122.26,1.7,3.9616000000000002
2.6104,37.0,1.8755102040816327,37.82,-122.26,1.931,4.814285714285715
2.4912,29.0,1.8432,37.81,-122.25,2.578,4.856
3.2177,28.0,1.7120908483633934,37.81,-122.25,2.734,4.9492317969271875
3.125,39.0,1.706140350877193,37.81,-122.25,2.375,4.807017543859649
2.5795,52.0,1.4600326264274062,37.81,-122.25,3.5,4.6590538336052205
2.8406,34.0,1.5030743432084963,37.81,-122.26,3.357,4.351593068753494
4.9306,52.0,2.762295081967213,37.82,-122.24,3.134,7.10655737704918
3.2727,52.0,1.5548245614035088,37.81,-122.24,2.685,5.5
3.1691,52.0,1.6255924170616114,37.81,-122.25,2.594,5.2559241706161135
3.9,52.0,2.011142061281337,37.82,-122.24,2.757,5.894150417827298
3.9063,28.0,1.8952618453865335,37.82,-122.25,2.25,5.226932668329177
5.0917,52.0,2.1739130434782608,37.82,-122.25,2.625,6.770750988142293
2.6429,32.0,1.7671232876712328,37.82,-122.25,2.185,4.801369863013699
3.0233,26.0,1.4371405094494658,37.82,-122.25,2.55,4.235825801150369
3.1484,52.0,1.8092485549132948,37.83,-122.25,2.241,5.655105973025048
3.4722,35.0,1.599526066350711,37.83,-122.25,2.431,4.836492890995261
3.1429,52.0,1.8350515463917525,37.83,-122.25,2.316,5.381443298969073
2.4234,28.0,1.5400361228175798,37.83,-122.25,2.185,4.077062010836846
3.0897,52.0,1.7222757955641272,37.83,-122.25,2.341,5.106075216972035
5.8596,50.0,2.6005361930294906,37.84,-122.23,3.276,7.8123324396782845
5.2868,47.0,2.263917525773196,37.84,-122.23,3.476,7.482474226804124
5.956,41.0,2.1117021276595747,37.83,-122.24,3.661,7.930851063829787
4.9643,37.0,2.0851063829787235,37.85,-122.24,3.35,8.25531914893617
6.3434,52.0,2.632754342431762,37.85,-122.23,3.736,7.96774193548387
5.1773,52.0,2.120720720720721,37.84,-122.24,3.895,7.392792792792793
7.2354,52.0,2.455040871934605,37.85,-122.24,3.911,8.111716621253406
5.457,28.0,2.1244769874476988,37.85,-122.22,3.373,6.626569037656903
7.5,50.0,2.152400835073069,37.84,-122.22,2.952,7.11482254697286
6.0194,44.0,2.274706867671692,37.84,-122.21,2.923,6.735343383584589
7.5544,40.0,2.470948012232416,37.83,-122.21,4.115,8.662079510703364
6.0666,30.0,2.4606413994169096,37.84,-122.2,3.115,7.454810495626822
7.0548,34.0,2.2983870967741935,37.84,-122.21,3.259,7.112903225806452
11.6017,18.0,2.747422680412371,37.84,-122.19,3.926,9.417525773195877
7.4882,35.0,2.419864559819413,37.84,-122.2,3.193,7.505643340857787
6.8976,34.0,2.124020887728459,37.83,-122.21,3.333,7.640992167101827
8.2049,28.0,2.4368421052631577,37.83,-122.19,3.352,7.947368421052632
8.401,26.0,2.5687203791469195,37.83,-122.2,3.512,8.587677725118484
6.8538,29.0,2.45724907063197,37.83,-122.19,3.689,7.66542750929368
8.317,32.0,2.414448669201521,37.82,-122.19,3.659,7.980988593155893
7.0175,37.0,2.386363636363636,37.82,-122.2,3.667,8.011363636363637
6.3302,39.0,2.53,37.82,-122.2,3.628,8.608
6.3624,30.0,2.423076923076923,37.81,-122.18,4.833,6.346153846153846
7.0549,52.0,2.322857142857143,37.82,-122.21,3.314,7.737142857142857
6.7851,45.0,2.504694835680751,37.81,-122.2,3.235,7.981220657276995
2.8929,50.0,2.282608695652174,37.8,-122.21,2.167,6.228260869565217
3.0812,38.0,1.9527720739219712,37.8,-122.21,2.331,5.7268993839835725
5.2402,52.0,2.2767857142857144,37.81,-122.21,2.964,7.147321428571428
6.5217,52.0,2.4837662337662336,37.81,-122.22,2.737,7.487012987012987
3.2632,52.0,2.4543478260869565,37.8,-122.22,2.277,5.756521739130435
3.0298,52.0,2.433106575963719,37.8,-122.22,1.996,6.235827664399093
4.5428,52.0,2.3009708737864076,37.8,-122.22,2.398,6.333980582524273
4.072,52.0,2.223529411764706,37.81,-122.22,2.701,6.95
5.3509,52.0,1.9846449136276392,37.81,-122.22,3.021,6.679462571976967
3.1603,52.0,1.7145969498910676,37.8,-122.23,2.695,5.488017429193899
4.7708,52.0,2.8732394366197185,37.81,-122.23,3.147,7.802816901408451
8.1564,52.0,2.6868421052631577,37.81,-122.22,3.901,8.760526315789473
8.8793,52.0,3.3372093023255816,37.81,-122.23,4.103,10.104651162790699
6.8591,52.0,2.914373088685015,37.81,-122.24,3.524,8.5565749235474
6.0302,52.0,2.4765625,37.81,-122.24,2.873,6.75
7.508,52.0,2.4943181818181817,37.81,-122.23,3.487,9.03125
2.7477,52.0,1.9006211180124224,37.81,-122.24,2.438,5.472049689440993
2.1944,52.0,2.057142857142857,37.8,-122.24,2.115,6.034285714285714
3.0149,52.0,2.4528688524590163,37.8,-122.25,2.184,5.32172131147541
3.675,52.0,2.023166023166023,37.81,-122.24,2.699,5.820463320463321
3.225,46.0,1.8380187416331992,37.81,-122.25,2.188,5.444444444444444
2.9345,42.0,1.6896551724137931,37.8,-122.25,2.25,5.108374384236454
2.1429,43.0,1.882271468144044,37.8,-122.25,2.5,4.371191135734072
1.6121,41.0,2.5714285714285716,37.8,-122.25,1.714,4.697336561743342
1.3929,29.0,1.7270375161707632,37.8,-122.25,1.938,4.3104786545924965
2.3173,27.0,2.7296037296037294,37.79,-122.24,1.25,4.951048951048951
1.7772,45.0,3.2065217391304346,37.79,-122.25,0.975,5.026086956521739
2.6458,50.0,3.7857142857142856,37.79,-122.25,1.25,4.168367346938775
2.181,52.0,2.9917355371900825,37.79,-122.25,1.388,4.765840220385675
2.2303,36.0,3.029465930018416,37.8,-122.25,1.167,4.206261510128913
1.6504,43.0,2.6552795031055902,37.8,-122.25,1.518,4.644409937888199
2.2697,52.0,3.206140350877193,37.8,-122.24,1.27,5.368421052631579
2.1563,52.0,3.2219020172910664,37.8,-122.24,1.286,5.659942363112392
2.1348,52.0,3.002985074626866,37.8,-122.24,1.406,5.922388059701493
2.6292,47.0,2.1895306859205776,37.8,-122.24,1.827,4.754512635379061
2.3833,52.0,3.0038910505836576,37.8,-122.23,1.469,5.762645914396888
2.957,52.0,3.29426433915212,37.8,-122.24,1.228,5.543640897755611
2.5238,49.0,2.1964549483013296,37.8,-122.24,1.693,5.298375184638109
1.9375,52.0,2.6236559139784945,37.8,-122.23,1.266,5.198924731182796
1.9028,51.0,2.420918367346939,37.8,-122.23,1.279,5.112244897959183
2.25,50.0,2.7686746987951807,37.8,-122.23,1.235,5.363855421686747
2.3929,52.0,3.0142857142857142,37.8,-122.23,1.119,5.539285714285715
2.1917,43.0,3.547522339561332,37.79,-122.23,1.128,5.935824532900082
2.9357,52.0,4.026699029126213,37.79,-122.23,1.079,5.286407766990291
1.8854,30.0,3.844106463878327,37.79,-122.23,1.375,4.802281368821292
2.1638,39.0,3.763496143958869,37.79,-122.24,1.055,4.884318766066838
2.125,47.0,4.082508250825082,37.79,-122.24,0.955,5.8316831683168315
3.375,52.0,3.851190476190476,37.79,-122.24,1.161,5.083333333333333
2.2542,43.0,3.596638655462185,37.79,-122.24,1.122,5.607843137254902
2.1,51.0,4.1454545454545455,37.79,-122.25,0.75,3.9636363636363634
1.6,39.0,3.097560975609756,37.79,-122.25,1.125,4.796747967479675
3.625,52.0,3.7268722466960353,37.79,-122.25,1.25,5.017621145374449
1.6929,20.0,2.4541420118343193,37.8,-122.26,1.15,4.662721893491124
1.6471,52.0,3.768115942028986,37.77,-122.22,0.95,3.7608695652173916
2.59,52.0,3.3436293436293436,37.77,-122.22,0.964,5.552123552123552
2.57,52.0,3.3442622950819674,37.77,-122.23,0.72,5.327868852459016
2.6429,52.0,3.2936507936507935,37.78,-122.23,0.713,4.904761904761905
3.0257,52.0,4.666666666666667,37.78,-122.23,0.808,5.056338028169014
1.4886,50.0,3.19706498951782,37.78,-122.22,1.288,5.136268343815514
1.9338,43.0,3.4383561643835616,37.78,-122.23,1.125,4.319634703196347
1.4844,52.0,3.952941176470589,37.78,-122.23,1.194,4.878431372549019
1.6009,44.0,3.745672436750999,37.78,-122.23,1.181,4.214380825565912
2.0375,48.0,4.317784256559767,37.79,-122.23,1.225,6.099125364431487
2.293,49.0,3.922374429223744,37.79,-122.23,1.063,6.3561643835616435
2.1494,37.0,3.074569789674952,37.79,-122.22,1.325,5.577437858508604
1.6198,30.0,3.0357142857142856,37.79,-122.23,1.227,5.392857142857142
1.3281,40.0,3.0652173913043477,37.79,-122.23,1.133,6.135869565217391
3.5156,44.0,3.5330882352941178,37.79,-122.22,1.095,6.6213235294117645
3.9048,52.0,3.318248175182482,37.79,-122.22,1.647,6.005839416058395
3.0893,52.0,3.076923076923077,37.79,-122.21,1.25,4.882051282051282
2.6042,46.0,3.1252371916508537,37.79,-122.22,1.247,5.580645161290322
2.5,49.0,2.832547169811321,37.79,-122.22,1.367,5.367924528301886
2.7969,38.0,3.2883156297420335,37.79,-122.22,1.417,5.705614567526555
2.8321,29.0,2.761764705882353,37.79,-122.2,1.5,5.929411764705882
2.9583,47.0,2.941780821917808,37.79,-122.21,1.388,6.335616438356165
2.8365,34.0,2.939922480620155,37.79,-122.21,1.392,5.660852713178294
2.875,35.0,2.961139896373057,37.79,-122.21,1.438,5.580310880829016
3.0682,39.0,2.3900862068965516,37.8,-122.21,1.565,5.394396551724138
3.0757,39.0,2.7376681614349776,37.8,-122.21,1.51,5.526905829596412
4.9559,43.0,2.4505494505494507,37.8,-122.2,2.73,7.78901098901099
4.7721,52.0,2.6343283582089554,37.8,-122.2,2.171,6.865671641791045
3.4861,52.0,2.6671388101983005,37.8,-122.21,1.871,5.991501416430594
5.1184,41.0,2.364705882352941,37.8,-122.2,2.396,7.129411764705882
4.0977,48.0,2.007936507936508,37.8,-122.21,2.297,6.285714285714286
4.744,48.0,2.563025210084034,37.8,-122.19,2.573,8.205882352941176
4.2727,46.0,2.3132530120481927,37.8,-122.19,2.469,6.864457831325301
2.9844,50.0,2.510869565217391,37.79,-122.19,1.799,6.320652173913044
4.1739,40.0,2.8382978723404255,37.79,-122.2,1.696,5.6
3.8487,46.0,2.654135338345865,37.8,-122.2,2.033,6.130325814536341
4.0114,52.0,2.299638989169675,37.8,-122.19,2.634,7.523465703971119
4.6563,45.0,2.436123348017621,37.79,-122.19,2.318,6.9801762114537445
2.9297,28.0,2.596412556053812,37.79,-122.19,1.405,5.837070254110613
2.3036,35.0,2.5871794871794873,37.79,-122.2,1.26,5.797435897435897
2.6667,49.0,3.5095238095238095,37.79,-122.2,1.22,5.128571428571429
2.619,44.0,2.7576374745417516,37.79,-122.2,1.347,4.221995926680244
2.4167,45.0,3.2278481012658227,37.79,-122.21,1.394,5.586497890295359
2.7788,45.0,2.9375,37.79,-122.2,1.154,5.310416666666667
2.7352,46.0,2.4428822495606326,37.78,-122.21,1.373,4.827768014059754
1.8472,52.0,3.95910780669145,37.78,-122.21,1.37,6.605947955390334
2.6583,52.0,3.23265306122449,37.78,-122.21,1.426,5.224489795918368
3.0536,49.0,3.179591836734694,37.78,-122.21,1.375,4.661224489795918
2.3906,44.0,3.719672131147541,37.78,-122.22,1.117,6.029508196721311
1.7188,43.0,3.0147420147420148,37.78,-122.21,1.268,5.312039312039312
2.625,47.0,3.12448132780083,37.78,-122.21,1.113,4.684647302904564
2.8015,40.0,4.051851851851852,37.77,-122.22,1.148,4.503703703703703
1.7276,50.0,4.1068181818181815,37.78,-122.22,1.023,5.111363636363636
2.0801,44.0,3.4343434343434343,37.78,-122.22,1.319,4.428282828282828
2.489,51.0,3.926208651399491,37.78,-122.22,1.191,5.34351145038168
1.7546,52.0,3.6166666666666663,37.76,-122.21,0.806,5.78
4.0904,52.0,2.576642335766423,37.77,-122.21,0.806,5.576642335766423
2.6765,52.0,3.174496644295302,37.77,-122.21,0.888,6.026845637583893
2.4338,49.0,3.3561076604554865,37.77,-122.2,1.024,5.734989648033126
2.3309,46.0,3.34180790960452,37.77,-122.21,0.987,4.545197740112995
2.2604,43.0,3.0180505415162453,37.77,-122.21,1.0,4.855595667870036
1.8039,42.0,3.422053231939163,37.77,-122.19,0.923,4.509505703422054
2.2562,39.0,3.515828677839851,37.77,-122.2,0.948,6.1191806331471135
2.0562,41.0,3.002932551319648,37.77,-122.2,1.02,5.75366568914956
3.5398,52.0,2.895981087470449,37.78,-122.2,1.584,6.4846335697399535
3.1167,39.0,2.848404255319149,37.78,-122.2,1.216,5.720744680851064
2.5401,50.0,2.984126984126984,37.78,-122.2,1.291,6.005291005291005
2.898,43.0,3.175619834710744,37.77,-122.2,1.214,6.0578512396694215
2.3125,44.0,3.1552162849872776,37.78,-122.21,1.028,5.452926208651399
2.875,52.0,2.7916666666666665,37.78,-122.19,1.6,7.178571428571428
3.3715,52.0,2.5552941176470587,37.77,-122.19,1.439,6.112941176470588
3.5114,52.0,2.7434052757793763,37.77,-122.19,1.512,6.652278177458033
4.3125,52.0,2.957333333333333,37.78,-122.19,1.644,7.752000000000001
3.22,52.0,2.6666666666666665,37.78,-122.19,1.565,7.032520325203252
3.875,33.0,12.23404255319149,37.78,-122.18,2.25,3.6808510638297873
5.2328,49.0,2.373205741626794,37.78,-122.19,1.742,6.641148325358852
3.7262,52.0,2.9210526315789473,37.78,-122.19,1.669,6.647368421052632
4.5893,45.0,2.6574923547400613,37.78,-122.2,1.635,6.415902140672783
5.2578,39.0,2.2264150943396226,37.79,-122.18,2.53,6.716981132075472
7.0875,41.0,2.925233644859813,37.79,-122.18,2.407,7.682242990654206
3.9712,46.0,2.802431610942249,37.79,-122.18,2.081,7.586626139817629
2.9514,47.0,2.2734375,37.79,-122.19,1.981,5.75
2.6667,50.0,2.716417910447761,37.79,-122.19,1.728,5.825870646766169
5.4446,37.0,2.330827067669173,37.81,-122.18,3.367,7.161654135338346
6.2838,34.0,2.2666666666666666,37.8,-122.18,3.182,7.948717948717949
6.7527,23.0,2.9115853658536586,37.8,-122.18,2.858,8.088414634146343
7.0712,24.0,2.8271604938271606,37.77,-122.13,2.93,8.567901234567902
5.9849,22.0,2.5343162175902387,37.79,-122.16,3.71,7.569903406202339
3.6875,42.0,2.438202247191011,37.78,-122.17,1.573,6.681647940074906
2.875,30.0,2.4238975817923185,37.77,-122.17,1.353,5.792318634423897
3.4205,43.0,2.6658476658476657,37.78,-122.18,1.367,5.958230958230958
3.2984,50.0,2.51056338028169,37.78,-122.18,1.607,6.915492957746478
3.875,49.0,2.585635359116022,37.78,-122.17,1.406,5.911602209944751
4.175,52.0,2.446280991735537,37.78,-122.17,1.44,6.454545454545454
4.375,47.0,2.614678899082569,37.77,-122.16,1.619,6.756880733944954
4.7708,48.0,2.477777777777778,37.77,-122.16,1.563,6.5055555555555555
3.5739,45.0,2.5208333333333335,37.77,-122.16,1.76,7.0859375
3.0958,39.0,2.712025316455696,37.77,-122.16,1.458,6.11392405063291
3.3958,39.0,2.8322981366459627,37.77,-122.17,1.419,6.068322981366459
1.871,31.0,3.0088495575221237,37.77,-122.17,0.907,6.542035398230088
1.9356,41.0,3.0253521126760563,37.76,-122.17,0.906,5.523943661971831
2.1842,47.0,2.526178010471204,37.76,-122.17,1.079,6.625654450261781
2.2917,37.0,2.915625,37.76,-122.18,1.07,6.040625
2.4333,38.0,2.788135593220339,37.76,-122.17,0.982,6.104519774011299
1.9479,50.0,3.686991869918699,37.76,-122.18,0.895,5.886178861788618
3.9063,52.0,2.709090909090909,37.76,-122.18,0.938,5.63030303030303
1.8407,49.0,2.8802660753880267,37.76,-122.18,0.967,6.119733924611973
2.0786,27.0,2.522292993630573,37.77,-122.18,0.975,7.292993630573249
2.8125,42.0,3.2723880597014925,37.77,-122.18,0.973,5.361940298507463
1.8913,43.0,3.02724795640327,37.76,-122.18,0.912,6.610354223433243
1.7056,49.0,2.936802973977695,37.76,-122.19,0.914,6.133828996282528
2.2768,52.0,2.669675090252708,37.77,-122.18,0.962,5.94043321299639
3.2552,51.0,2.6780821917808217,37.77,-122.18,1.201,5.885844748858448
2.0556,52.0,2.8114754098360657,37.77,-122.18,1.0,5.7650273224043715
2.4659,52.0,2.942857142857143,37.76,-122.19,0.947,6.9
1.75,47.0,2.960573476702509,37.76,-122.2,0.857,4.92831541218638
2.0469,41.0,3.110132158590309,37.77,-122.19,0.893,5.607929515418502
2.7159,45.0,3.2435530085959887,37.77,-122.19,1.014,6.432664756446991
1.2083,41.0,3.2830188679245285,37.76,-122.19,0.725,7.09433962264151
1.925,45.0,2.6582278481012658,37.76,-122.19,0.741,5.20253164556962
1.5809,36.0,3.992481203007519,37.75,-122.2,0.7,5.548872180451128
1.4097,37.0,2.886056971514243,37.76,-122.2,0.846,5.121439280359819
0.7683,38.0,3.259259259259259,37.76,-122.19,0.818,5.3076923076923075
1.3194,19.0,2.848076923076923,37.75,-122.19,0.814,5.3307692307692305
0.8012,28.0,2.685185185185185,37.75,-122.19,0.818,6.450617283950618
1.9479,26.0,3.2475247524752477,37.76,-122.19,0.858,5.247524752475248
1.1765,36.0,3.5660377358490565,37.74,-122.19,0.871,6.660377358490566
2.3456,42.0,3.089430894308943,37.74,-122.18,0.835,5.650406504065041
2.1538,44.0,3.3811475409836067,37.73,-122.19,0.797,5.405737704918033
2.5139,43.0,2.6903225806451614,37.74,-122.19,0.834,5.509677419354839
1.2625,45.0,2.7909407665505226,37.73,-122.19,0.847,6.337979094076655
2.9063,42.0,3.2626262626262625,37.73,-122.18,0.8,5.6767676767676765
2.5192,43.0,3.0,37.73,-122.18,0.764,5.908771929824561
2.1111,44.0,3.198529411764706,37.73,-122.18,0.797,4.904411764705882
2.455,42.0,3.5076923076923077,37.73,-122.18,0.824,6.343589743589743
2.4028,41.0,3.577294685990338,37.74,-122.17,0.977,4.971014492753623
2.15,47.0,2.386861313868613,37.74,-122.17,0.972,4.357664233576642
2.4776,43.0,2.7597765363128492,37.74,-122.17,1.016,5.64804469273743
2.1587,43.0,3.6099706744868034,37.73,-122.17,0.865,5.407624633431085
1.8438,35.0,2.963302752293578,37.74,-122.18,0.905,5.779816513761467
3.0298,46.0,3.328888888888889,37.74,-122.17,1.076,5.564444444444444
2.25,46.0,3.893258426966292,37.74,-122.17,0.842,5.348314606741573
2.2467,46.0,3.7824858757062145,37.74,-122.18,0.889,7.045197740112994
4.0469,45.0,3.525,37.75,-122.18,0.807,5.075
1.325,46.0,3.1846153846153844,37.75,-122.18,0.871,5.943589743589744
1.6196,38.0,2.8262548262548264,37.75,-122.17,0.851,4.9073359073359075
2.1731,45.0,3.4653846153846155,37.75,-122.18,0.82,4.811538461538461
1.9167,36.0,3.213333333333334,37.75,-122.19,0.828,9.26
2.069,43.0,3.0610328638497655,37.75,-122.18,0.846,5.95774647887324
1.712,36.0,3.921686746987952,37.75,-122.18,0.821,7.596385542168675
2.5625,33.0,3.493006993006993,37.76,-122.17,0.893,5.548951048951049
1.9821,43.0,2.9640522875816995,37.75,-122.17,0.983,6.23202614379085
2.5043,41.0,3.6,37.75,-122.17,0.923,6.643478260869566
2.3281,44.0,3.0039370078740157,37.75,-122.17,0.888,5.771653543307087
1.4375,48.0,2.679083094555874,37.75,-122.17,0.9,6.134670487106018
2.5122,45.0,2.96900826446281,37.76,-122.16,0.955,5.81198347107438
1.5625,38.0,3.145228215767635,37.75,-122.16,0.917,6.392116182572614
3.1587,47.0,3.227027027027027,37.75,-122.17,1.004,6.535135135135135
1.8426,40.0,2.7748538011695905,37.76,-122.17,0.948,5.9298245614035086
4.6696,46.0,2.9172185430463577,37.76,-122.16,1.643,7.066225165562914
2.4598,36.0,2.770712909441233,37.76,-122.16,1.555,6.464354527938343
6.0749,39.0,2.825925925925926,37.76,-122.15,1.969,7.811111111111111
4.8304,27.0,3.6535211267605634,37.77,-122.14,2.791,7.307042253521127
5.5701,34.0,2.582938388625593,37.76,-122.14,2.528,8.265402843601896
5.37,26.0,2.292682926829268,37.76,-122.13,2.754,7.048780487804878
6.86,33.0,3.689497716894977,37.75,-122.12,2.5,9.452054794520548
7.6923,28.0,3.018348623853211,37.75,-122.12,3.298,8.302752293577981
4.0313,36.0,2.743119266055046,37.75,-122.14,1.955,7.293577981651376
6.8323,33.0,2.866336633663366,37.75,-122.14,2.559,7.594059405940594
